InvoiceId,ExtraInvoiceKey,InvoiceLineNumber,ExtraInvoiceLineKey,,AccountingDate,,Amount 1,AmountCurrency,Amount ,,,,,SupplierId,SupplierLocationId,RequesterId,AccountId,A,B,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346546/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,500.98,USD,500.98,,,,,3048973,1780,TEMP,517310,1780,1780/CC,1780006570,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346546/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346549/1080/2019,KR/Vendor invoice,2,1,,2/4/2019,,342.98,USD,342.98,,,,,3002362,1080,TEMP,517310,1080,1080/CC,108001350B,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346549/1080/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346548/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,1103.1,USD,1103.1,,,,,3048973,1780,TEMP,517310,1780,1780/CC,1780006528,Cost Center/1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346548/1780/2019,KR/Vendor invoice,3,1,,2/4/2019,,-13.65,USD,13.65,,,,,3048973,1780,TEMP,224110,1780,1780/CC,3000000,Profit Center/1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346547/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,394.8,USD,394.8,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780003524,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346547/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346550/1660/2019,KR/Vendor invoice,2,1,,2/4/2019,,490.34,USD,490.34,,,,,3002362,1660,TEMP,517310,1660,1660/CC,1660085501,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346550/1660/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346552/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,518.8,USD,518.8,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780004843,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346552/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346551/1660/2019,KR/Vendor invoice,2,1,,2/4/2019,,788.27,USD,788.27,,,,,3002362,1660,TEMP,517310,1660,1660/CC,166008751E,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346551/1660/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346555/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,374.72,USD,374.72,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780003524,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346555/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346556/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,62.92,USD,62.92,,,,,3003121,1780,TEMP,517310,1780,1780/CC,1780006504,Cost Center/1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346556/1780/2019,KR/Vendor invoice,3,1,,2/4/2019,,-0.76,USD,0.76,,,,,3003121,1780,TEMP,224110,1780,1780/CC,3000000,Profit Center/1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346557/1660/2019,KR/Vendor invoice,2,1,,2/4/2019,,345.92,USD,345.92,,,,,3002362,1660,TEMP,517310,1660,1660/CC,1660085501,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346557/1660/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346558/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,858.07,USD,858.07,,,,,3048973,1780,TEMP,517310,1780,1780/CC,1780006582,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346558/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346559/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,384.64,USD,384.64,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780003524,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346559/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346562/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,431.68,USD,431.68,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780061502,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346562/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346644/1660/2019,KR/Vendor invoice,2,1,,2/4/2019,,529.88,USD,529.88,,,,,3002362,1660,TEMP,517310,1660,1660/CC,166008751E,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346644/1660/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346563/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,77.74,USD,77.74,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780006578,Cost Center/1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346563/1780/2019,KR/Vendor invoice,3,1,,2/4/2019,,240.76,USD,240.76,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780006582,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346563/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346646/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,374.72,USD,374.72,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780003524,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346646/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346645/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,915.03,USD,915.03,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780006520,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346645/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346645/1780/2019,KR/Vendor invoice,4,1,,2/4/2019,,-11.76,USD,11.76,,,,,3002362,1780,TEMP,224110,1780,1780/CC,3000000,Profit Center/1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346648/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,350.74,USD,350.74,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780003524,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346648/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346649/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,1093.62,USD,1093.62,,,,,3048973,1780,TEMP,517310,1780,1780/CC,1780006522,Cost Center/1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346649/1780/2019,KR/Vendor invoice,3,1,,2/4/2019,,-13.47,USD,13.47,,,,,3048973,1780,TEMP,224110,1780,1780/CC,3000000,Profit Center/1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346650/1660/2019,KR/Vendor invoice,2,1,,2/4/2019,,813.49,USD,813.49,,,,,3002362,1660,TEMP,517310,1660,1660/CC,166008751E,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346650/1660/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346651/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,637.06,USD,637.06,,,,,3003121,1780,TEMP,517310,1780,1780/CC,1780006528,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346651/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346654/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,526.4,USD,526.4,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780003501,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346654/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346657/1660/2019,KR/Vendor invoice,2,1,,2/4/2019,,490.34,USD,490.34,,,,,3002362,1660,TEMP,517310,1660,1660/CC,1660085501,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346657/1660/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWLIN00346652/1780/2019,KR/Vendor invoice,2,1,,2/4/2019,,318.92,USD,318.92,,,,,3002362,1780,TEMP,517310,1780,1780/CC,1780003524,Cost Center/1000,,,,,,,,,,,,"
NWLIN00346652/1780/2019""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
